,米ドル,英ポンド,ユーロ,カナダドル,スイスフラン,スウェーデンクローネ,デンマーククローネ,ノルウェークローネ,オーストラリアドル,ニュージーランドドル,南アフリカランド,バーレーンディナール,インドネシアルピア,中国人民元,香港ドル,インドルピー,マレーシアリンギ,フィリピンペソ,シンガポールドル,韓国ウォン,タイバーツ,クウェートディナール,サウジアラビアリアル,UAEディルハム,メキシコペソ,パプアニューギニアキナ,ハンガリーフォリント,チェココロナ,ポーランドズロチ,ロシアルーブル,トルコリラ,インドネシアルピア,中国人民元,マレーシアリンギ,韓国ウォン,台湾ドル
,USD,GBP,EUR,CAD,CHF,SEK,DKK,NOK,AUD,NZD,ZAR,BHD,IDR(100),CNY,HKD,INR,MYR,PHP,SGD,KRW(100),THB,KWD,SAR,AED,MXN,PGK,HUF,CZK,PLN,RUB,TRY,IDR(100),CNY,MYR,KRW(100),TWD
2002/4/30,131.15,189.01,115.97,82.83,79.13,12.73,15.61,15.2,70.24,58.08,11.83,348.32,*****,*****,16.82,2.69,*****,2.58,71.64,9.99,3.02,429.5,34.98,35.71,14.36,*****,*****,*****,*****,,,1.39,15.84,*****,9.99,3.77
2002/5/31,126.44,184.56,115.88,81.58,79.6,12.57,15.59,15.43,69.58,58.38,12.51,335.97,*****,*****,16.21,2.6,*****,2.54,70.23,10.1,2.96,417.48,33.73,34.43,13.3,*****,*****,*****,*****,,,1.41,15.28,*****,10.1,3.68
2002/6/28,123.53,183,117.83,80.64,80.09,12.94,15.86,15.92,70.29,60.48,12.22,328.37,*****,*****,15.84,2.54,*****,2.46,69.27,10.2,2.93,410.12,32.96,33.64,12.67,*****,*****,*****,*****,,,1.44,14.93,*****,10.2,3.66
2002/7/31,118.05,183.64,117.23,76.52,80.16,12.67,15.79,15.83,65.42,56.82,11.73,313.77,*****,*****,15.13,2.43,*****,2.34,67.35,9.98,2.86,393.79,31.49,32.15,12.07,*****,*****,*****,*****,,,1.34,14.26,*****,9.98,3.56
2002/8/30,119.08,183.14,116.45,75.85,79.6,12.59,15.69,15.68,64.47,55.28,11.31,316.39,*****,*****,15.27,2.46,*****,2.31,67.82,9.97,2.83,396.92,31.77,32.43,12.12,*****,*****,*****,*****,,,1.35,14.39,*****,9.97,3.53
2002/9/30,120.58,187.6,118.27,76.63,80.74,12.9,15.94,16.08,65.95,56.67,11.41,320.5,*****,*****,15.46,2.5,*****,2.32,68.36,9.99,2.82,401.71,32.17,32.84,12.01,*****,*****,*****,*****,,,1.36,14.57,*****,9.99,3.51
2002/10/31,123.95,193.01,121.59,78.48,83,13.36,16.38,16.58,68.18,59.63,12.04,329.48,*****,*****,15.89,2.58,*****,2.35,69.43,10.01,2.84,412.37,33.07,33.76,12.31,*****,*****,*****,*****,,,1.37,14.97,*****,10.01,3.56
2002/11/29,121.57,191.16,121.79,77.31,83,13.43,16.4,16.65,68.25,60.41,12.65,323.14,*****,*****,15.59,2.53,*****,2.29,68.91,10.05,2.81,405.9,32.43,33.11,11.94,*****,*****,*****,*****,,,1.36,14.69,*****,10.05,3.53
2002/12/30,122.22,193.63,124.29,78.45,84.71,13.68,16.75,17.07,68.81,62.25,13.64,324.9,*****,*****,15.67,2.55,*****,2.3,69.66,10.13,2.82,408.79,32.61,33.28,12,*****,*****,*****,*****,,,1.39,14.77,*****,10.13,3.53
2003/1/31,118.71,192.14,126.33,77.15,86.39,13.78,17.01,17.2,69.46,64.43,13.66,315.28,*****,*****,15.22,2.49,*****,2.22,68.44,10.1,2.78,399.35,31.67,32.33,11.18,*****,*****,*****,*****,,,1.35,14.34,*****,10.1,3.45
2003/2/28,119.43,192.3,128.64,78.93,87.67,14.07,17.32,17.07,70.99,66.14,14.45,317.55,*****,*****,15.31,2.51,*****,2.22,68.43,10.03,2.79,401.66,31.87,32.53,10.95,*****,*****,*****,*****,,,1.36,14.43,*****,10.03,3.45
2003/3/31,118.66,188,128.21,80.4,87.31,13.91,17.27,16.35,71.45,65.77,14.79,315.51,*****,*****,15.22,2.5,*****,2.18,67.7,9.62,2.78,397.74,31.66,32.32,10.9,*****,*****,*****,*****,,,1.35,14.34,*****,9.62,3.43
2003/4/30,119.84,188.7,130.1,82.12,87.02,14.22,17.53,16.62,73.06,66.14,15.64,318.6,*****,*****,15.37,2.54,*****,2.28,67.48,9.73,2.8,400.48,31.97,32.64,11.32,*****,*****,*****,*****,,,1.37,14.48,*****,9.73,3.46
2003/5/30,117.31,190.35,135.71,84.85,89.57,14.84,18.29,17.24,76.02,67.68,15.45,311.82,*****,*****,15.04,2.5,*****,2.24,67.67,9.79,2.78,393.86,31.3,31.95,11.45,*****,*****,*****,*****,,,1.41,14.17,*****,9.79,3.39
2003/6/30,118.33,196.41,138.13,87.41,89.77,15.17,18.61,16.95,78.6,68.77,15.04,314.76,*****,*****,15.17,2.54,*****,2.22,68.24,9.92,2.84,396.52,31.57,32.22,11.28,*****,*****,*****,*****,,,1.45,14.3,*****,9.92,3.43
2003/7/31,118.73,193.2,135.12,86.24,87.3,14.71,18.18,16.3,78.71,69.71,15.81,315.6,*****,*****,15.22,2.58,*****,2.22,67.64,10.06,2.84,396.74,31.68,32.33,11.37,*****,*****,*****,*****,,,1.44,14.34,*****,10.06,3.46
2003/8/29,118.83,189.56,132.6,85.11,86.1,14.37,17.85,16.06,77.43,69.24,16.15,315.88,*****,*****,15.24,2.6,*****,2.17,67.79,10.09,2.85,397.54,31.71,32.36,11.04,*****,*****,*****,*****,,,1.41,14.36,*****,10.09,3.47
2003/9/30,115.23,185.3,129.08,84.31,83.48,14.25,17.39,15.76,76.04,67.24,15.77,306.46,*****,*****,14.8,2.53,*****,2.1,65.94,9.89,2.84,388.03,30.75,31.38,10.55,*****,*****,*****,*****,,,1.38,13.92,*****,9.89,3.4
2003/10/31,109.62,183.85,128.24,82.77,82.86,14.24,17.27,15.59,75.98,65.91,15.79,291.38,*****,*****,14.16,2.43,*****,2,63.19,9.39,2.76,373.65,29.25,29.85,9.83,*****,*****,*****,*****,,,1.31,13.24,*****,9.39,3.25
2003/11/28,109.23,184.4,127.71,83.11,81.84,14.21,17.18,15.58,78.21,68.62,16.26,290.43,*****,*****,14.07,2.41,*****,1.98,63.2,9.22,2.74,371.62,29.15,29.75,9.83,*****,*****,*****,*****,,,1.3,13.2,*****,9.22,3.22
2003/12/30,107.92,188.71,132.36,82.18,85.19,14.68,17.79,16.07,79.65,69.81,16.66,286.87,*****,*****,13.9,2.38,*****,1.95,63.06,9.05,2.72,367.33,28.8,29.39,9.6,*****,*****,*****,*****,,,1.28,13.04,*****,9.05,3.18
2004/1/30,106.42,193.8,134.09,82.08,85.67,14.69,18.01,15.61,81.91,71.48,15.4,282.97,*****,*****,13.7,2.35,*****,1.92,62.67,9,2.72,361.95,28.4,28.98,9.76,*****,*****,*****,*****,,,1.29,12.86,*****,9,3.17
2004/2/27,106.61,198.96,134.66,80.2,85.61,14.68,18.08,15.33,82.82,73.66,15.84,283.39,*****,*****,13.71,2.37,*****,1.91,63.18,9.13,2.73,362.47,28.45,29.03,9.67,33.9,*****,*****,*****,,,1.28,12.88,*****,9.13,3.22
2004/3/31,108.75,198.9,133.45,81.81,85.18,14.46,17.92,15.63,81.61,71.99,16.47,288.95,*****,*****,13.96,2.43,*****,1.94,63.98,*****,2.76,369.81,29.02,29.61,9.89,34.96,*****,*****,*****,,,1.28,13.14,28.62,9.33,3.28
2004/4/30,107.37,194.23,128.93,80.26,82.97,14.05,17.33,15.52,80.23,69.17,16.57,285.17,*****,*****,13.77,2.46,*****,1.93,63.81,*****,2.73,365.02,28.65,29.24,9.55,34.49,*****,*****,*****,,,1.26,12.97,28.26,9.33,3.27
2004/5/31,112.45,200.97,134.97,81.52,87.7,14.79,18.15,16.45,78.94,69,16.65,298.66,*****,*****,14.42,2.5,*****,2.02,65.64,*****,2.77,382.18,30.01,30.62,9.77,36.14,*****,*****,*****,,,1.26,13.59,29.59,9.55,3.37
2004/6/30,109.48,200.32,132.92,80.51,87.55,14.55,17.89,16.06,76.07,68.87,17.08,290.79,*****,*****,14.04,2.42,*****,1.96,63.96,*****,2.69,372.34,29.21,29.81,9.62,35.25,*****,*****,*****,,,1.18,13.23,28.81,9.46,3.27
2004/7/30,109.4,201.5,134.15,82.69,87.88,14.6,18.05,15.84,78.25,70.71,17.92,290.62,*****,*****,14.03,2.39,*****,1.96,63.9,*****,2.67,373.07,29.19,29.79,9.55,35.44,*****,*****,*****,,,1.22,13.22,28.79,9.45,3.25
2004/8/31,110.4,201.01,134.5,84.03,87.42,14.64,18.1,16.16,78.45,72.3,17.2,293.23,*****,*****,14.15,2.39,*****,1.98,64.4,*****,2.66,376.18,29.46,30.06,9.71,36.46,*****,*****,*****,,,1.21,13.34,29.05,9.54,3.25
2004/9/30,110.07,197.44,134.45,85.31,87.16,14.79,18.08,16.1,77.27,72.51,16.91,292.35,*****,*****,14.11,2.39,*****,1.96,64.9,*****,2.66,375.07,29.37,29.97,9.59,37.06,*****,*****,*****,,,1.21,13.3,28.97,9.61,3.26
2004/10/29,109.06,197.04,136.16,87.28,88.28,15.04,18.32,16.54,79.87,74.55,17.14,289.66,*****,*****,14,2.39,*****,1.94,65,*****,2.64,371.69,29.1,29.7,9.58,36.1,*****,*****,*****,,,1.21,13.18,28.7,9.55,3.23
2004/11/30,104.93,194.98,136.24,87.69,89.55,15.14,18.34,16.73,80.75,73.36,17.39,278.69,*****,*****,13.49,2.33,*****,1.87,63.55,*****,2.6,357.17,27.99,28.58,9.24,35,*****,*****,*****,,,1.17,12.68,27.61,9.65,3.2
2004/12/30,103.87,200.47,139.07,85.35,90.64,15.52,18.72,16.92,79.74,74.29,18.15,275.89,*****,*****,13.36,2.37,*****,1.85,63.28,*****,2.65,353.04,27.71,28.29,9.29,34.82,*****,*****,*****,,,1.13,12.55,27.33,9.89,3.23
2005/1/31,103.28,194.01,135.43,84.38,87.56,14.97,18.21,16.48,79.08,72.86,17.33,274.31,*****,*****,13.25,2.37,*****,1.86,63.07,*****,2.67,354.29,27.55,28.13,9.18,34.68,*****,*****,*****,,,1.13,12.48,27.18,9.97,3.25
2005/2/28,104.93,198.04,136.56,84.7,88.1,15.04,18.36,16.43,81.89,74.97,17.54,278.71,*****,*****,13.45,2.41,*****,1.92,64.05,*****,2.73,359.98,28,28.58,9.43,35.32,*****,*****,*****,,,1.14,12.68,27.61,10.28,3.33
2005/3/31,105.33,200.54,138.84,86.51,89.6,15.28,18.65,16.96,82.57,76.74,17.55,279.77,*****,*****,13.5,2.42,*****,1.94,64.55,*****,2.73,361.31,28.1,28.69,9.45,35.32,*****,*****,*****,,,1.13,12.73,27.72,10.46,3.39
2005/4/28,107.46,203.54,139.01,87.08,89.81,15.17,18.67,17,82.96,77.26,17.49,285.41,*****,*****,13.78,2.47,*****,1.98,65.03,*****,2.72,368.63,28.67,29.26,9.68,36.28,*****,*****,*****,,,1.13,12.98,28.28,10.64,3.42
2005/5/31,106.93,197.9,135.46,85.05,87.64,14.74,18.2,16.76,81.74,76.72,16.86,284.01,*****,*****,13.73,2.47,*****,1.97,64.69,*****,2.69,366.75,28.53,29.12,9.76,36.17,*****,*****,*****,,,1.13,12.92,28.14,10.68,3.43
2005/6/30,108.68,197.74,132.24,87.49,85.95,14.29,17.77,16.75,83.3,77.03,16.14,288.65,*****,*****,13.98,2.5,*****,1.97,65.01,*****,2.66,372.8,29,29.6,10.06,36.88,*****,*****,*****,,,1.13,13.13,28.6,10.75,3.47
2005/7/29,111.96,196.29,134.86,91.43,86.57,14.3,18.09,17.02,84.27,76.15,16.74,297.38,*****,*****,14.4,2.58,*****,2,66.53,*****,2.69,384.06,29.87,30.49,10.49,38.02,*****,*****,*****,,,1.15,13.61,29.55,10.81,3.52
2005/8/31,110.79,198.6,136.13,91.85,87.64,14.57,18.26,17.21,84.34,77.03,17.15,294.61,*****,*****,14.26,2.55,*****,1.99,66.65,*****,2.69,380.26,29.56,30.17,10.38,37.82,*****,*****,*****,,,1.12,13.67,29.48,10.85,3.46
2005/9/30,111.08,201.01,136.19,94.15,87.94,14.6,18.27,17.45,84.96,77.74,17.51,295.67,*****,*****,14.31,2.54,*****,1.98,66.08,*****,2.71,382.09,29.64,30.26,10.32,38.32,*****,*****,*****,,,1.09,13.73,29.49,10.8,3.39
2005/10/31,114.91,202.73,138.09,97.65,89.17,14.66,18.51,17.64,86.69,80.28,17.55,305.85,*****,*****,14.81,2.58,*****,2.07,67.94,*****,2.81,395.25,30.66,31.3,10.61,39.46,*****,*****,*****,,,1.14,14.21,30.46,11,3.44
2005/11/30,118.44,205.51,139.54,100.11,90.31,14.59,18.71,17.85,87.13,81.74,17.79,315.32,*****,*****,15.27,2.6,*****,2.18,69.73,*****,2.89,408.56,31.61,32.27,11.11,40.63,*****,*****,*****,,,1.18,14.65,31.35,11.39,3.54
2005/12/30,118.7,207.29,140.7,102.17,90.93,14.91,18.88,17.66,88.14,82.59,18.66,315.97,*****,*****,15.31,2.61,*****,2.22,70.86,*****,2.89,410.89,31.69,32.33,11.19,40.78,*****,*****,*****,,,1.21,14.7,31.43,11.61,3.57
2006/1/31,115.49,204.22,140.1,99.78,90.45,15.05,18.78,17.42,86.66,79.49,19.08,307.51,*****,*****,14.89,2.62,*****,2.2,70.78,*****,2.92,400.35,30.83,31.46,10.96,39.86,*****,*****,*****,,,1.23,14.32,30.79,11.76,3.61
2006/2/28,117.97,206.3,140.96,102.65,90.47,15.11,18.89,17.5,87.54,79.54,19.36,314.05,*****,*****,15.2,2.68,*****,2.28,72.43,*****,3,406.9,31.48,32.13,11.26,40.74,*****,*****,*****,,,1.28,14.65,31.66,12.17,3.66
2006/3/31,117.37,204.75,141.01,101.52,89.9,15.01,18.9,17.67,85.49,74.68,18.84,312.44,*****,*****,15.13,2.65,*****,2.3,72.38,*****,3.01,404.08,31.32,31.97,10.94,40.62,*****,*****,*****,,,1.29,14.6,31.69,12.05,3.62
2006/4/28,117.19,206.83,143.6,102.21,91.18,15.39,19.25,18.3,86.14,72.8,19.27,311.97,*****,*****,15.11,2.62,*****,2.29,73.14,*****,3.08,403.06,31.27,31.92,10.63,40.53,*****,*****,*****,,,1.31,14.62,32,12.31,3.63
2006/5/31,111.7,208.78,142.62,100.49,91.69,15.29,19.13,18.3,85.14,70.37,17.67,297.33,*****,*****,14.4,2.48,*****,2.15,70.8,*****,2.94,386.82,29.8,30.43,10.07,38.73,*****,*****,*****,,,1.24,13.94,30.92,11.87,3.52
2006/6/30,114.62,211.4,145.11,102.94,93.03,15.71,19.47,18.49,84.84,71.05,16.53,305.08,*****,*****,14.76,2.5,*****,2.16,72.06,*****,2.99,398.16,30.58,31.23,10.07,39.45,0.54,5.1261,36.1,,,1.23,14.31,31.3,12.01,3.54
2006/7/31,115.75,213.37,146.84,102.57,93.6,15.95,19.69,18.49,86.92,71.39,16.37,308.07,*****,*****,14.89,2.5,*****,2.22,73.08,*****,3.05,402.08,30.88,31.53,10.54,40.21,0.53,5.1726,36.77,,,1.27,14.48,31.58,12.2,3.56
2006/8/31,115.92,219.27,148.41,103.47,94.06,16.12,19.9,18.58,88.45,73.44,16.71,308.55,*****,*****,14.91,2.5,*****,2.26,73.55,*****,3.08,402.64,30.92,31.57,10.67,40.48,0.54,5.2725,38.06,,,1.28,14.54,31.56,12.07,3.54
2006/9/29,117.12,221.09,149.22,104.97,94.23,16.09,20.01,18.08,88.62,76.59,15.83,311.7,*****,*****,15.05,2.55,*****,2.33,74.19,*****,3.13,406.8,31.24,31.9,10.68,40.96,0.54,5.2703,37.63,,,1.28,14.75,31.91,12.31,3.57
2006/10/31,118.71,222.54,149.76,105.21,94.19,16.18,20.1,17.84,89.44,78.42,15.55,315.99,*****,*****,15.25,2.62,*****,2.38,75.21,*****,3.18,412.35,31.67,32.33,10.91,41.63,0.56,5.306,38.43,,,1.3,15.02,32.29,12.47,3.58
2006/11/30,117.41,224.28,151.12,103.41,94.91,16.61,20.27,18.32,90.63,78.49,16.21,312.51,*****,*****,15.09,2.63,*****,2.36,75.41,*****,3.22,407.82,31.32,31.98,10.78,40.83,0.58,5.4047,39.55,,,1.29,14.93,32.25,12.56,3.58
2006/12/29,117.34,230.38,154.91,101.8,97.01,17.15,20.79,18.98,92.19,81.32,16.7,312.32,*****,*****,15.09,2.64,*****,2.38,76.16,*****,3.31,407.68,31.3,31.96,10.81,41.11,0.61,5.5886,40.65,,,1.29,15,33.04,12.69,3.61
2007/1/31,120.69,236.46,156.48,102.58,96.86,17.22,21,18.9,94.38,83.82,16.79,321.16,*****,*****,15.47,2.73,*****,2.47,78.46,*****,3.45,419.28,32.2,32.87,11.02,42.79,0.62,5.6252,40.31,,,1.34,15.49,34.42,12.88,3.69
2007/2/28,120.55,236.18,157.66,102.91,97.26,17.18,21.16,19.51,94.34,83.66,16.84,320.8,*****,*****,15.43,2.74,*****,2.5,78.6,*****,3.56,418.65,32.16,32.83,10.98,42.48,0.62,5.5937,40.51,,,1.33,15.55,34.49,12.88,3.66
2007/3/30,117.35,228.43,155.35,100.28,96.33,16.73,20.87,19.12,92.9,81.93,16.01,312.34,*****,*****,15.02,2.68,*****,2.43,76.96,*****,3.6,407.67,31.31,31.97,10.57,41.54,0.62,5.5449,40.03,,,1.28,15.16,33.63,12.45,3.56
2007/4/27,118.89,236.09,160.41,104.45,97.96,17.34,21.53,19.76,98.21,87.22,16.74,316.45,*****,*****,15.21,2.83,*****,2.49,78.48,*****,3.67,412.93,31.72,32.39,10.83,41.83,0.65,5.7438,42.04,,,1.31,15.39,34.58,12.78,3.59
2007/5/31,120.82,239.7,163.22,110.26,98.88,17.73,21.91,20.05,99.66,88.48,17.24,321.58,*****,*****,15.45,2.98,*****,2.59,79.33,*****,3.68,420.28,32.24,32.91,11.18,42.34,0.66,5.7903,43.17,,,1.37,15.74,35.54,13.04,3.63
2007/6/29,122.65,243.57,164.53,115.08,99.44,17.64,22.11,20.42,103.23,92.74,17.15,326.47,*****,*****,15.7,3.02,*****,2.66,79.82,*****,3.79,427.64,32.72,33.41,11.33,42.97,0.66,5.7782,43.27,,,1.37,16.07,35.64,13.23,3.72
2007/7/31,121.67,247.41,166.82,115.69,100.7,18.16,22.43,21.02,105.49,95.63,17.48,323.87,*****,*****,15.56,3.02,*****,2.68,80.24,*****,3.99,426.35,32.46,33.14,11.26,43.07,0.68,5.8856,44.29,,,1.35,16.05,35.38,13.26,3.71
2007/8/31,116.88,235.02,159.19,110.28,97.16,17.1,21.4,19.97,97.09,85.06,16.2,311.11,*****,*****,14.95,2.88,*****,2.54,76.75,*****,3.7,416.69,31.18,31.84,10.59,41.96,0.62,5.7212,41.8,,,1.25,15.43,33.6,12.52,3.55
2007/9/28,115.06,232.07,159.6,111.63,96.9,17.18,21.43,20.39,97.03,82.35,16.19,306.29,*****,*****,14.78,2.87,*****,2.5,76.02,*****,3.59,410.92,30.73,31.35,10.44,41.36,0.63,5.7922,42.15,,,1.24,15.28,33.13,12.38,3.49
2007/10/31,115.8,236.64,164.73,118.46,98.6,17.96,22.11,21.44,103.99,87.96,17.13,308.36,*****,*****,14.93,2.95,*****,2.62,78.96,*****,3.68,416.06,30.98,31.56,10.71,42.19,0.66,6.0334,44.49,,,1.27,15.43,34.3,12.67,3.56
2007/11/30,111.34,230.73,163.27,115.63,98.96,17.61,21.91,20.61,100.21,85.05,16.64,297.21,*****,*****,14.32,2.85,*****,2.59,76.95,*****,3.55,404.02,29.87,30.36,10.26,41.82,0.64,6.1155,44.72,,,1.21,14.99,33.21,12.16,3.45
2007/12/28,112.42,227.26,163.58,112.06,98.56,17.35,21.94,20.41,98.05,86.45,16.44,300.68,*****,*****,14.41,2.87,*****,2.71,77.56,*****,3.72,411.21,30.05,30.63,10.37,42.28,0.65,6.2345,45.48,,,1.21,15.25,33.71,12.08,3.47
2008/1/31,107.68,211.85,158.31,106.33,97.85,16.8,21.26,19.9,94.84,83,15.4,287.65,*****,*****,13.8,2.75,*****,2.65,75.24,*****,3.55,395.29,28.73,29.33,9.88,40.32,0.62,6.0888,43.89,,,1.15,14.86,32.98,11.42,3.33
2008/2/29,107.24,210.72,158.17,107.15,98.32,16.9,21.23,19.93,97.9,85.42,14.06,286.2,*****,*****,13.75,2.71,*****,2.65,75.97,*****,3.45,393.45,28.62,29.22,9.97,40.22,0.61,6.2384,44.29,,,1.17,14.96,33.28,11.37,3.39
2008/3/31,100.95,202.15,156.44,100.88,99.63,16.64,20.99,19.62,93.33,80.91,12.64,268.36,*****,*****,12.97,2.52,*****,2.45,72.85,*****,3.21,374.57,26.94,27.5,9.41,38.12,0.6,6.2167,44.27,,,1.1,14.26,31.69,10.31,3.3
2008/4/30,102.52,203.08,161.64,101.16,101.38,17.25,21.68,20.3,95.32,81.02,13.17,272.2,*****,*****,13.16,2.57,*****,2.46,75.15,*****,3.25,385.25,27.34,27.92,9.76,39.21,0.64,6.4804,46.95,,,1.12,14.64,32.43,10.4,3.38
2008/5/30,104.21,204.9,162.29,104.32,99.94,17.43,21.76,20.63,99,80.92,13.69,276.71,*****,*****,13.36,2.49,*****,2.43,76.32,*****,3.25,391.5,27.8,28.38,9.99,40.31,0.66,6.488,47.73,,,1.13,14.94,32.41,10.05,3.41
